Boecke2K,45650001,Ueyama2M,196700001,258440001
Boecke2T,133650001,Ueda25M,183430001,258430001
BoehlkeC,200920001,Ude25T,213240001,258420001
BoehlkeE,95300001,Ude25J,184580001,258410001
BoehlkeN,210380001,Ude25H,22550001,258400001
BoehlkeT,69080001,Ude25C,92630001,258390001
Boehms2H,81710001,Ude25B,63800001,258380001
Boehms2M,7660001,UdayaseR,11250001,258370001
Boehms2S,202640001,UdayaseC,108350001,258360001
Boeyen2T,177660001,Udall25M,105620001,258350001
Bogart2A,170360001,Udall25L,218630001,258340001
Bogart2C,108930001,Udall25B,31770001,258330001
Bogart2T,190250001,Udall25A,38580001,258320001
Bogert2K,32860001,UchiyamD,110240001,258310001
Boggan2A,6750001,Uchida2N,90680001,258300001
Boggan2C,12370001,Uchida2M,204590001,258290001
Boggan2M,172570001,Uchida2E,177410001,258280001
Boggan2S,45810001,Uchida2C,20490001,258270001
Boggia2C,242460001,Uberig2F,165020001,258260001
BoggildB,206400001,Tzuang2V,137600001,258250001
BoggildM,143700001,Tzuang2K,45430001,258240001
BoggildO,175930001,Tzuang2C,178460001,258230001
Boggs25C,240820001,Tzuang2A,128780001,258220001
Boggs25G,143870001,TzaneteW,66740001,258210001
BohananA,186720001,TzaneteH,7760001,258200001
BohananB,88530001,TyrrellT,65670001,258190001
BohananC,94830001,TyrrellI,55620001,258180001
BohannoI,100250001,TyrrellG,59380001,258170001
BohannoL,150950001,TyrolerC,185900001,258160001
BohannoS,136220001,TyrolerA,57080001,258150001
BohannoT,87370001,TyranceN,51500001,258140001
Bohn25A,246640001,Typer25T,76780001,258130001
Bohn25E,252380001,Typer25K,174150001,258120001
Boily25A,37570001,Typer25A,20290001,258110001
Boily25C,34410001,Tyner25P,63450001,258100001
Boily25G,41800001,Tyner25N,220460001,258090001
Boily25K,55810001,Tyner25L,83830001,258080001
BoinnarJ,51490001,TyndallM,168600001,258070001
BoinnarR,215880001,TyndallI,40540001,258060001
BoinnarS,64270001,Tynan25S,179100001,258050001
Bois25C,247850001,Tynan25P,90260001,258040001
Bois25E,247730001,Tynan25D,31010001,258030001
Bois25S,202170001,Tynan25B,167690001,258020001
BoisseaJ,183210001,TymchukD,121770001,258010001
BoisseaS,153340001,Tyler25R,28740001,258000001
BoissetG,124470001,Tyler25M,192250001,257990001
BoisverJ,192260001,Tyler25J,218520001,257980001
BoisverL,166750001,Tyler25C,130820001,257970001
BoisverT,143630001,Tye25D,31170001,257960001
Bojeck2E,124010001,Tyda25S,157770001,257950001
Bokij25B,186230001,Tyda25J,34340001,257940001
Bokij25T,6050001,Tyda25D,25100001,257930001
Bokish2C,86370001,Tyda25A,218690001,257920001
Bokish2E,35000001,TwynhamS,11610001,257910001
Bokish2T,136640001,TwynhamP,194980001,257900001
Boland2A,140520001,TwynhamO,237160001,257890001
Boland2B,243310001,Twyman2D,37630001,257880001
Boland2C,64350001,Twx25E,184490001,257870001
BoldingC,151360001,Twolan2T,209130001,257860001
BoldingE,90640001,Twolan2P,203100001,257850001
BoldingS,173970001,Twitty2M,92560001,257840001
Bolduc2F,250180001,Twitty2L,97460001,257830001
Bolduc2S,207080001,Twitty2H,68800001,257820001
Boleda2H,121230001,Twiss25D,251290001,257810001
Boles25N,64520001,Twiss25C,179070001,257800001
Bolio25G,166740001,TwidaleG,160730001,257790001
Bolio25J,39640001,TweddleS,183310001,257780001
Bolio25T,109040001,TweddleF,50110001,257770001
Bolli25B,191760001,TweddleC,48550001,257760001
Bolli25M,29580001,Twarog2L,135570001,257750001
Bolly25A,109090001,Twarog2G,78460001,257740001
Bolly25L,152820001,TuxfordT,155090001,257730001
Bolon25E,237920001,TuxfordE,183870001,257720001
BolouriM,204260001,TuxfordB,233400001,257710001
BolsingA,42360001,Tuttle2K,158020001,257700001
BolsingH,150160001,Tuttle2I,59910001,257690001
Bolton2B,114520001,Tuttle2A,106070001,257680001
Bomba25A,142080001,Tutt25P,192790001,257670001
Bomba25E,206340001,Tutt25L,197060001,257660001
Bomba25M,50980001,Tutt25D,238910001,257650001
Bomba25S,69400001,Tutt25B,21500001,257640001
BombardK,12130001,Tussey2M,23080001,257630001
BombardM,180920001,Tussey2H,132880001,257620001
BombardN,122880001,Tussey2B,21700001,257610001
BombardV,86330001,TurunenM,237170001,257600001
BomsteiB,129900001,TurrubiJ,152450001,257590001
BomsteiJ,200160001,TurrubiB,219560001,257580001
BonahooA,152640001,Turpin2S,185240001,257570001
BonahooD,73870001,Turpin2L,222120001,257560001
BonahooP,242420001,Turpin2G,136240001,257550001
BonduraM,242350001,Turney2R,180670001,257540001
BonduraT,65390001,Turney2M,12200001,257530001
BonduraY,44080001,Turney2H,23130001,257520001
BonfantG,209340001,Turney2E,134340001,257510001
BonfantQ,191510001,Turner2S,227580001,257500001
BongersK,141170001,TurnbulJ,222960001,257490001
BongersT,141280001,TurnbulD,78380001,257480001
Bonnar2J,14530001,Turkki2U,175130001,257470001
BonneauA,97000001,Turkki2L,116080001,257460001
BonneauV,173940001,TurcottV,115710001,257450001
BonnefoC,233090001,TurcottS,152370001,257440001
Bonner2L,112290001,Turcot2L,237790001,257430001
Bonner2R,94100001,TurchanS,99380001,254130001
BonneviB,36140001,TurchanE,183990001,254120001
BonneviE,153040001,TurchanD,31300001,254110001
BonneviS,52530001,TurbyfiV,19990001,254100001
Bonney2N,140810001,TurbyfiE,177930001,254090001
Bonnin2S,67340001,TurbyfiA,140930001,254080001
Bono25A,38710001,Turbes2F,241260001,254070001
Bono25J,151980001,Tupas25S,28260001,254060001
Booker2L,87040001,Tupas25L,163970001,254050001
Booker2T,11510001,Tuok25R,134900001,254040001
BookingJ,95830001,Tunon25L,94960001,254030001
Boone25F,44590001,Tunon25D,176880001,254020001
Boone25L,184620001,Tunali2E,104620001,254010001
Boorne2L,57600001,Tunali2D,24310001,254000001
Boorne2M,10850001,Tull25R,145450001,253990001
Boorse2B,217470001,Tull25J,37470001,253980001
Boorse2M,173780001,Tulk25G,25580001,253970001
Boos25H,222030001,Tulk25A,156500001,253960001
Boos25M,108760001,TuffordC,236750001,253900001
Boose25J,252960001,TuffordA,228420001,253890001
Boose25L,44940001,Tuen25K,94950001,253880001
BoothroB,203810001,Tue25V,238360001,253870001
BoothroM,144560001,Tue25S,140960001,253860001
BoothroS,240000001,Tudo25M,232410001,253850001
Bopp25H,248470001,Tudo25A,63790001,253840001
Bopp25P,120580001,Tucker2S,203000001,253830001
Boraie2L,181360001,Tucker2K,179550001,253820001
Borcic2N,58530001,Tubb25I,94780001,253810001
Borcic2S,140950001,Tubb25G,27880001,253800001
BordageC,203990001,Tubb25E,218100001,253790001
BordageN,102710001,Tubb25A,241600001,253770001
BordageT,225370001,Tu25C,163280001,253750001
Borek25A,227700001,TtisuppJ,246720001,253740001
Borek25H,212610001,TsunodaR,47890001,253710001
Borel25A,168820001,TsunodaM,16190001,253700001
Borel25D,198440001,TsunodaK,146320001,253650001
Borel25K,172910001,TsunodaE,118840001,253640001
Borel25M,13820001,Tsuk25L,60800001,253630001
Borg25H,3410001,Tsuji25T,55110001,253590001
Borgia2J,125750001,Tsuji25C,162580001,253580001
Borha25F,31090001,Tsui25M,197470001,253570001
Borman2G,78430001,TsortosT,131280001,253560001
BorodajB,37230001,TsortosL,65540001,258900001
BorodajC,251920001,TsortosB,174290001,258890001
BorodajD,139030001,Tsonos2S,178410001,258880001
BorojevE,208800001,Tso25F,5690001,258870001
BorojevL,223010001,TsitsonW,47310001,258860001
BorojevV,118010001,TsiakasS,242080001,258850001
BorojevW,244060001,TsiakasA,146260001,258840001
BoroschA,168990001,TsenterM,10010001,258830001
BoroschK,44690001,Tseng25V,145090001,258820001
Borosh2A,69700001,Tseng25L,157910001,258810001
Borosh2M,183030001,Tseng25K,190620001,258800001
Borosh2R,6440001,Tseng25A,150750001,258790001
BoroskiI,142590001,TschajaT,222570001,258780001
BoroskiP,115810001,TschajaB,128830001,258770001
BoroughD,58080001,Tsao25Y,149570001,258760001
BoroughS,13880001,Tsao25M,227150001,258750001
BorowieH,99660001,Tsao25D,215010001,258740001
BoroznyH,24770001,Tsao25C,217420001,258730001
BorrellS,105610001,Tsang25D,121390001,258720001
Borsa25H,17890001,TsalikiM,81980001,258710001
Borsa25M,234330001,TsalikiG,137840001,258700001
Borsa25T,111700001,TsalikiA,121590001,258690001
Borsa25W,178530001,TsakaliI,235600001,258680001
BorsatoM,126050001,TsakaliD,188370001,258670001
BorsatoP,167540001,Tsai25V,51200001,258660001
Borson2D,91610001,Tsai25M,150900001,258650001
Borson2S,52480001,Tsai25J,39700001,257420001
BortensD,33700001,Tsai25E,240500001,257410001
BortoluJ,153880001,TrussleH,203980001,257400001
Borum25A,122420001,TrussleF,159240001,257390001
Borum25L,65420001,Truran2C,134280001,257380001
BoruslaI,179300001,Truran2A,190490001,257370001
BoruslaJ,53060001,Truong2I,72780001,257360001
BoruslaN,222940001,Truong2E,186750001,257350001
Borza25A,155660001,TrunleyV,25480001,257340001
Borza25B,115440001,TrunleyO,14180001,257330001
Borza25I,249430001,TrunleyF,229900001,257320001
Borza25K,123890001,TrunleyA,95970001,257310001
Bosch25M,162190001,TrumbleB,225910001,257300001
Bosch25S,233630001,Trull25V,38020001,257290001
Bosch25T,44960001,Trull25P,239350001,257280001
BoschinV,228540001,Trull25H,232980001,257270001
Boscio2C,44200001,TrufferR,184790001,257260001
Bosco25S,150320001,TrufferM,135370001,257250001
Bose25Y,164170001,TruesdaG,34520001,257240001
Bose25Z,166700001,TruelovD,80050001,257230001
BosiljeR,94940001,TruelovA,38490001,257220001
Bossa25V,14270001,TrudellP,218740001,257210001
BossertA,17810001,TrudellL,170320001,257200001
BossertC,74400001,TrudellG,235370001,257190001
BostelmG,42610001,TrudellF,251630001,257180001
BostockC,223230001,Trudel2C,159840001,257170001
BostockS,160840001,TruchonT,114370001,257160001
BoswellA,96010001,TruchonA,73640001,257150001
BoswellG,108470001,TrpisovP,101370001,257140001
BoswellM,242920001,TrowbriK,232290001,257130001
BoswortD,33910001,Troup25S,189280001,257120001
Bosy25D,80510001,TrottieJ,142810001,257110001
Bot25C,242390001,TrotskyL,122290001,257100001
Bot25M,7690001,TrotskyJ,218600001,257090001
Bott25N,191190001,TropeanS,87450001,257080001
Bott25O,126500001,TropeanM,182110001,257070001
BottingE,30410001,TropeanE,129290001,257060001
BottingS,213210001,Tromm25X,130220001,257050001
Botto25K,31600001,Tromm25G,185570001,257040001
BottomlS,37970001,TroeschT,88940001,257030001
BottomsS,22760001,Trochu2F,197670001,257020001
BotyriuD,196630001,Trochu2B,6800001,257010001
BotyriuN,25320001,TrocchiP,139720001,257000001
BoucharA,137380001,TrivediV,120410001,256990001
BoucharS,146460001,TrivediO,222690001,256980001
BoucharT,225790001,TrivediN,154660001,256970001
BoucherR,116020001,TrittonS,93620001,256960001
BoucourP,12460001,TrittonI,122980001,256950001
Boudin2C,128490001,TrittonB,48990001,256940001
Boudin2K,35460001,TrittleM,100720001,256930001
Boudin2S,245760001,TrittleD,195790001,256920001
BoudreaA,132960001,TrittleC,140210001,256910001
BoudreaL,37220001,Trisko2T,153980001,256900001
BoudreaY,165780001,Trisko2S,80090001,256890001
BouffarS,166560001,Trisko2P,41700001,256880001
Bouick2N,97540001,Trisko2G,211590001,256870001
BoulaisD,18120001,Trisko2B,227810001,256860001
BoulaisH,239800001,Trisic2R,69350001,256850001
Boulay2M,175050001,Trisic2J,46890001,256840001
BouleriW,5350001,Tripps2M,16810001,256830001
Boulos2J,96060001,Tripps2A,248140001,256820001
Boult25A,22450001,Tripp25A,176020001,256810001
Boult25D,225990001,TriplehC,37660001,256800001
Boult25F,185840001,TripierA,22630001,256790001
Boult25S,132000001,Trink25C,164320001,256780001
Bounds2J,178730001,TrinidaK,220670001,256770001
Bounds2S,34510001,TrinidaE,165880001,256760001
Bour25A,159670001,TrinidaA,131960001,256750001
Bour25D,173520001,Trinh25T,37810001,256740001
Bour25K,212580001,Trinh25M,78040001,256730001
BourahlD,137280001,Trinh25D,96600001,256720001
BourahlS,125400001,TrimbleS,26080001,256710001
BourbonA,212460001,TriggiaS,184570001,256700001
BourbonD,187550001,TriggiaR,122310001,256690001
BourdeaA,251750001,TriggiaP,203880001,256680001
BourdeaR,158090001,TriggiaK,88120001,256670001
BourdigF,240830001,TriggiaJ,134250001,256660001
BourdigG,27410001,TriggiaA,110050001,256650001
BourdigM,136560001,TrifiroM,91930001,256640001
BourdinI,95120001,TrifiroL,211330001,256630001
BourdinR,86300001,Trif25W,191130001,256620001
BourgaiR,159930001,Trif25L,176840001,256610001
BourgauK,165140001,Trieu25P,88660001,256600001
BourgetD,179810001,Trieu25M,37920001,256590001
BourgetJ,251730001,TricketB,105440001,256580001
BourguiA,18260001,TricketA,132300001,256570001
BourguiD,156750001,TRIAL25H,76250001,256560001
Bourk25T,154370001,TRIAL25E,252290001,256550001
BourletR,237610001,TRIAL25C,101900001,256540001
Bourne2T,241220001,TrevittR,205620001,256530001
BouroncE,149950001,TrevittL,73840001,256520001
BouroncK,33170001,TrevethN,107570001,256510001
BouroncS,118850001,TrevethM,145210001,256500001
BourqueI,116590001,TresrchW,66220001,256490001
BourqueR,151400001,TresrchD,71530001,256480001
BourretC,148470001,Trese25T,208100001,256470001
BourretD,182990001,Trese25K,166670001,256460001
BourretH,95440001,TrentadS,225180001,256450001
BousfieE,220820001,Trent25S,140220001,256440001
BousfieR,187400001,Trent25J,173410001,256430001
BoutiliM,5160001,TremewaL,20350001,256420001
BoutiliS,63500001,TremewaK,48920001,256410001
BoutiliT,134660001,TremewaE,55850001,256400001
Boutin2L,143390001,TremblaW,146480001,256390001
Boutin2O,125830001,TremblaN,66190001,256380001
Boutin2R,179310001,TremblaJ,218140001,256370001
Boutin2S,139400001,TremblaH,51290001,256360001
Boutin2Z,99950001,TremainV,41950001,256350001
BoutnikF,58850001,TremainF,166210001,256340001
BoutnikN,224620001,TregenzG,152790001,256330001
Bovat25A,73780001,Trefts2R,193470001,256320001
Bovat25J,139300001,Trefts2J,71940001,256310001
Bovee25E,58180001,Trefry2R,70100001,256300001
Bovee25H,208540001,Trefry2L,11520001,256290001
BovenizM,23510001,Trefry2B,36210001,256280001
Bovey25K,31140001,Treen25S,170230001,256270001
Bovey25M,241150001,Treen25F,30930001,256260001
Bovey25Y,229790001,Treen25D,129790001,256250001
Bowab25B,144570001,TredwayM,8390001,256240001
BowcockR,68310001,TraynorM,130930001,256230001
Bowden2M,239690001,TraynorF,16690001,256220001
Bowens2G,25680001,TraynorA,30130001,256210001
Bowens2P,159170001,TraylorS,151150001,256200001
Bower25D,148840001,TraylorN,124090001,256190001
Bowers2K,57260001,Trayer2M,237080001,256180001
Bowes25N,146070001,Trayer2H,242710001,256170001
Bowick2A,18340001,Trayer2G,160510001,256160001
Bowick2B,38530001,TraxlerD,56110001,256150001
Bowick2D,181530001,TraxlerB,150260001,256140001
Bowles2G,41600001,TraversJ,125210001,256130001
Bowles2L,197070001,TrautmaT,66330001,256120001
Bowles2T,62190001,TrautmaK,172770001,256110001
BowlingG,191770001,Traut25S,228780001,256100001
BowlingL,241060001,Traut25J,153080001,256090001
BowlingM,93390001,TraulicS,233080001,256080001
Bowser2H,228330001,TraulicL,76410001,256070001
Bowyer2S,182470001,TraugotS,89880001,256060001
BoyacheC,103500001,TraugotR,82040001,256050001
BoyacheM,154580001,TraugotF,142740001,256040001
BoyacheR,72400001,TraugotE,158650001,256030001
BoyacheT,176210001,TrasmunS,11320001,256020001
Boyd25G,7580001,TrasmunM,206900001,256010001
Boye25K,8520001,TrasmunF,188940001,256000001
Boyea25M,212290001,TrasmunE,210150001,255990001
Boyer25F,251870001,TranterT,99410001,255980001
Boylan2A,123090001,TranterD,29530001,255970001
Boylan2B,24670001,TranterB,85210001,255960001
Boylan2G,137800001,Tran25Y,70530001,255950001
Boylan2M,167330001,Tran25T,201460001,255940001
Boylan2S,27280001,Tran25S,170200001,255930001
Boyle25F,177160001,Trame25J,76230001,255920001
Boyle25L,227310001,Trame25D,69850001,255910001
Boyle25P,87840001,Trame25A,51970001,255900001
Boyle25Y,55240001,TrainorM,94340001,255890001
BoyntonD,129270001,TrainorK,74110001,255880001
BoyntonG,6780001,TrainorD,119680001,255870001
BoyntonN,244770001,TrainorC,37270001,255860001
BoyntonS,221620001,TraininM,101550001,255850001
BozemanA,166730001,TrainerD,81550001,255840001
BozemanL,96800001,Trahan2S,162470001,255830001
BozemanP,52970001,Trahan2H,215130001,255820001
BozicevL,239820001,Trader2C,244690001,255810001
BrabantS,34760001,Tracz25L,229200001,255800001
Brabec2G,103160001,Tracey-W,153210001,255790001
BraceweM,186220001,Tracey-A,62590001,255780001
BrackinP,176040001,ToyookaB,101530001,255770001
Bracy25C,169340001,TowsleyN,187160001,255760001
BradburN,136670001,TowsleyM,231230001,255750001
BradburV,236470001,TowsleyJ,161370001,255740001
Bradd25E,111380001,TowsleyC,236920001,255730001
Bradd25L,110670001,TownsonM,166370001,255720001
Braddy2M,200170001,TownsenM,242060001,255710001
Bradee2F,11580001,TownselL,96040001,255700001
BradforC,125910001,TownleyF,244790001,255690001
BradingH,147100001,Towler2T,163440001,255680001
BradingJ,126880001,Towler2E,25610001,255670001
BradleyE,97310001,Towill2A,175100001,255660001
BradleyS,56390001,Towers2V,83920001,255650001
BradlowA,28610001,Towers2S,211470001,255640001
BradlowF,150290001,Towers2R,101960001,255630001
BradlowK,205160001,ToulsonS,70190001,255620001
BradlowP,227620001,ToulsonO,219410001,255610001
BradshaM,49900001,ToulsonC,33990001,255600001
BradshaN,238240001,Tougas2A,140980001,255590001
BradshaY,170190001,TouchetC,184250001,255580001
Brady25F,245280001,TouchetA,5090001,255570001
BradyhoF,245990001,Totti25E,127770001,255560001
BradyhoM,177260001,Totti25C,244660001,255550001
BragadoM,107300001,Totman2S,248260001,255540001
BragadoN,253230001,Totman2K,111900001,255530001
BragadoP,165410001,Totino2O,227100001,255520001
BraganzJ,75820001,Toth25B,34050001,255510001
BraganzR,71700001,Tota25L,218190001,255500001
BraganzS,116570001,TostensP,41870001,255490001
BragineD,129640001,TostensK,27350001,255480001
BragineK,48530001,TostensC,112300001,255470001
BragineM,50840001,ToshachW,250910001,255460001
Braham2B,106830001,ToshachG,111770001,255450001
Braham2R,220700001,Torres2L,121890001,255440001
Brait25A,20710001,TorrensA,247290001,255430001
Brait25C,22640001,TorrellL,117410001,255420001
Brait25P,52060001,Torok25M,42110001,255410001
BrambleE,240040001,TornqviM,180880001,255400001
BrambleL,89730001,TornqviJ,31750001,255390001
BrambleM,112900001,Tornes2L,83420001,255380001
BramletB,59430001,Tornes2J,194150001,255370001
BramletJ,240860001,Torian2Y,163490001,255360001
BranchaR,205680001,Torian2T,223870001,255350001
BranchaS,206200001,Torian2M,97380001,255340001
BrandelM,123230001,Torian2G,148570001,255330001
BrandelT,114830001,TordocsV,234980001,255320001
BranderB,190240001,TordocsH,18050001,255310001
BranderJ,90540001,TordocsG,70610001,255300001
BrandseA,200220001,TordocsD,121880001,255290001
BrandstA,78060001,TorbertE,191580001,255280001
BrandstR,79240001,Torain2N,171530001,255270001
BrandstS,62170001,Topp25L,107630001,255260001
Brandt2K,93340001,Topp25J,25530001,255250001
Brandt2M,13800001,Topp25H,222460001,255240001
BranhamL,5150001,Topol25N,207750001,255230001
Brann25V,169770001,Topol25J,224170001,255220001
BrannanD,200200001,Toplis2S,23570001,255210001
BrannenA,16940001,Topgun2K,78940001,255200001
BrannonF,183580001,ToperzeV,52960001,255190001
Brans25A,210700001,ToperzeS,90030001,255180001
Brans25C,146950001,ToperzeN,48130001,255170001
Brans25N,84760001,TooyserR,142240001,255160001
BrantleT,65990001,TooyserF,183490001,255150001
Brar25B,212640001,ToothmaT,209590001,255140001
Brar25L,184750001,ToothmaE,189150001,255130001
Brar25O,89750001,ToothmaC,214870001,255120001
Brar25T,170030001,Toop25C,160150001,255110001
BrasheaC,108560001,Toone25N,243870001,255100001
BrasheaK,218450001,Toomer2J,70450001,255090001
BrasingK,173700001,Toomer2A,247260001,255080001
BrassarA,35170001,Tools25N,3380001,255070001
BrassarM,47230001,Tools25M,73550001,255060001
BrassarN,108380001,Tools25L,139850001,255050001
BrassarW,109930001,ToolrooE,36030001,255040001
BrasselC,11410001,Tooley2K,243410001,255030001
BrasselG,240300001,Tooley2H,164540001,255020001
BrasselS,172670001,Toole25B,126000001,255010001
BrassemA,12680001,Tookey2A,252440001,255000001
BrassemC,253270001,TonkoviK,37250001,254990001
BrassemS,191050001,TonelliL,232420001,254980001
BrassemT,33950001,TompkinG,86950001,254970001
BrassetS,252750001,TompkinD,63200001,254960001
BrasunaC,184970001,TomlinsS,125900001,254950001
BrasunaM,250830001,TomlinsC,68680001,254940001
BrasunaZ,222190001,Tomes25S,114080001,254930001
BrathwaM,147780001,Tomes25K,228910001,254920001
BrathwaS,108290001,Tomes25C,33840001,254910001
BrattenA,29990001,Tombul2R,211300001,254900001
Brauer2A,209450001,Tombul2I,142390001,254890001
Brauer2K,44790001,Tombul2A,142070001,254880001
Brault2E,14260001,TomaszeI,192170001,254870001
Brault2L,39460001,TomaszeH,131090001,254860001
Brault2M,156240001,TomaszeD,103700001,254850001
Braum25B,196470001,TomasetI,127400001,254840001
Braum25D,61480001,TomasetA,14120001,254830001
BraunstE,127940001,Tomar25R,158630001,254820001
BraunstS,72370001,Tomar25I,35250001,254810001
BraunstV,138590001,TomacicJ,242160001,254800001
BravermB,102850001,TomacicB,22500001,254790001
BravermC,161380001,Tom25T,103350001,254780001
BravermZ,163670001,Tom25M,113740001,254770001
BrazeauG,103650001,Tom25H,109970001,254760001
BrazeauM,177970001,Tom25D,79040001,254750001
BrearleB,119490001,Tom25C,27690001,254740001
